Verse_number,vagga,verse_en,verse_sn,meaning_en,meaning_sn
381,,Pámojjabahulo bhikkhu  pasanno Buddhasásane adhigacche padaí santaí  saòkhárúpasamaí sukhaí.,"පාමොජජ බහුලො භිකඛු
පසනෙනා බුදධසාසනෙ
අධිගචෙඡ පදං සනතං
සංඛාරූප සමං සුඛං","Full of joy, full of faith in the Teaching of the Buddha, the monk attains the peaceful state, the bliss of cessation of conditioned things. 22","තමා ගේ ධර්මානුගත පැවැත්ම නිසා
ධාර්මික, ප්‍රීතිය බහුල කොට ඇති,
බුදු සස්නෙ හි පැහැදුණු භික්ෂුව
සංස්කාරයන් ගේ සංසිඳීමයෙන් ලබන
ශාන්ත සැපය ලබන්නේ ය."
382,,Yo have daharo bhikkhu  yuñjati Buddhasásane so imaí lokaí pabháseti  abbhá mutto va candimá.,"යො හවෙ දහරො භිකඛු
යුඤජති බුදධසාසනෙ,
සො ඉමං ලොකං පභාසෙති
අබහා මුතෙතාව චන‍දිමා",That monk who while young devotes himself to theTeaching of the Buddha illumina tes this world like the moon freed from a cloud. 2311526 ,"
යම් තරුණ භික්ෂුවක්
බුදුන් ගේ අනුශාසනාවෙ හි මනාව යෙදේ ද,
හෙතෙම වළාකුලින් මිදුණු චන්ද්‍රයා මෙන්
මේ ලෝකය බබුළුවයි."
383,Bráhmaóavagga The Holy Man,"Chinda sotaí parakkamma,  káme panuda bráhmaóa, saòkháránaí khayaí ñatvá  akataññú’si bráhmaóa.","ඡින්ද සෝතං පරක්කම්ම,
කාමේ පනුද බ්‍රාහ්මණ
සංඛාරානං ඛයං ඤත‍්වා
අකතඤඞ්සි බ්‍රාහ්මණ","Exert yourself and cut of f the stream (of craving)!Discard sense desires, O holy man! Having known the destruction of conditioned things, become a knower of the Uncreate (Nibbána), O holy man. 31 1","බ්‍රාහ්මණය, උත්සාහකොට තෘෂ්ණා සැඩ පහර නවතන්න,
කාමයන් දුරු කරන්න.
ලොව ඇතිතාක් ධර්මයන් ගේ විනාශය දැන
සංස්කරණය නො කළ දෙයක් වූ නිවණ දන්නෙක් වෙව"
384,,"Yadá dvayesu dhammesu  páragú hoti bráhmaóo, ath’assa sabbe saíyogá  atthaí gacchanti jánato.","යදා දවයේසු ධම්මේසු
පාරගු හෝති බ්‍රාහ්මණෝ,
අථස්ස සඛ්බේ සංයෝගා
අත‍්ථං ගච්ඡන්ති ජානතෝ","When a holy man has reached the summit of the two paths (meditative concentratio n and insight), he knows the truth and all his fetters fall away. 2","
යම් කලෙක බ්‍රාහ්මණයා සමථ-විදර්ශනා දෙක් හි පරතෙරට ගියේ වේද,
එවිට ආර්ය සත්‍ය සතර දන්නා ඔහු ගේ හැම සසර බැමි විනාශයට යෙත්."
385,,"Yassa páram apáraí vá  párápáraí na vijjati, vìtaddaraí visaíyuttaí,  tam ahaí brúmi bráhmaóaí.","යස්ස පාරං අපාරං වා
පාරාපාරං න විජ්ජති,
වීතද්දරං විසංයුත්තං
තම්හං බ්‍රෑමි බ්‍රාහ්මණං.","He for whom there is neither this shore nor the other shore, nor yet both, he who is free of cares and is unfettered— him do I call a holy man.32 3","යමෙකුට (ඇස ආදී අභ්‍යන්තර ආයතන සය නැමැති) මෙගොඩත්,
(රූප-ශබ්දාදී  බාහ්‍යායතන සය නැමැති) එගොඩත්,
යන එකී එගොඩ මෙගොඩ දෙකමත් නැද්ද,
කෙලෙස් දාහ නැති, කෙලෙස් බැමිවලින් මිදුණු ඔහු
බ්‍රාහ්මණයෙකැ යි මම කියමි"
386,,Jháyií virajam ásìnaí  katakiccaí anásavaí uttamatthaí anuppattaí  tam ahaí brúmi bráhmaóaí.,"ඣායිං විරාජමාසීනං
කතකිච්චං අනාසවං
උත්තමත‍්ථං අනුප්පත්තං
තම්හං බ්‍රෑමි බ්‍රාහ්මණං. ","He who is meditative and stainless, settled and whose work is done, free from cankers, having reached the highest goal—him do I call a holy man. 4","ධ්‍යාන වඩන්නා වූ කෙලෙස් රජස් නැති කළා වූ,
කළයුත්ත කොට නිම කළාවූ,
ආශව්‍ර රහිත ව, රහත් ඵලයට පැමිණි ඔහු
බ්‍රාහ්මණයෙක් ය යි මම කියමි."
387,,"Divá tapati ádicco,  rattií ábháti candimá; sannaddho khattiyo tapati,  jháyì tapati bráhmaóo, atha sabbam ahorattií  Buddho tapati tejasá.","දිවා තපති ආදිචේවා,
රත්තිං ආභාති චන‍්දිමා,
සන්නද්ධෝ ඛත්තියො තපති,
ඣායී තපති බ්‍රාහ්මණෝ,
අථ සබ්බමහෝරත්තිං
බුද්ධෝ තපති තේජසා. ","The sun shines by day, th e moon shines by night. The warrior shines in armour, the ho ly man shines in meditation.But the Buddha shines resplendent all day and all night. 5","සූර්යයා දාවල්හි බබළයි, චන්ද්‍රයා රාත්‍රියෙහි බබළයි,
රාජාභරණ පැළදගත්  කල, රජු  බබළයි,
ධ්‍යාන වඩන්නා වූ විට රහතුන් බබළයි.
එ සේ නමුත් බුදුරජ රෑ දාවල් හැමකල් හි තේජසින් බබළයි."
388,,"Báhitapápo ti bráhmaóo,  samacariyá samaóo ti vuccati; pabbájay’attano malaí,  tasmá pabbajito ti vuccati.","බාහිතපාපෝති බ්‍රාහ්මණෝ,
සමචරියා සමණෝති වුච්චති
පබ්බාජයත්තනො මලං
තස්මා පබ්බජිතෝති වුච්චති.","Because he has discarded evil, he is called a holy man.Because he is serene in conduct, he is called a recluse. And because he has renounced his own impurities, he is called a renunciate. 336","
බහා තැබූ පව් ඇත්තේනුයි බ්‍රාහ්මණ නම් වේ.
විෂම හැසිරීම් නැති බැවින් ශ්‍රමණ යයි කියනු ලැබේ.
තමා ගේ කෙලෙස් කිලූටු දුරු කරන බැවින් පැවිද්දා ය යි කියනු ලැබේ.
"
389,,"Na bráhmaóassa pahareyya,  nássa muñcetha bráhmaóo, dhì bráhmaóassa hantáraí  tato dhì yassa muñcati.","න බ්‍රාහ්මණස්ස පහරෙය්‍ය,
නාස්ස මුඤ්චේථ බ්‍රාහ්මණෝ
ධී බ්‍රාහ්මණස්ස හන්තාරං
තතෝ ධී යස්ස මුඤ්චති. ","One should not strike a holy man, nor should a holy man, when struck, give way to anger. Shame on him who strikes a holy man, and more shame on him who gives way to anger. 7","කෙලෙසුන් දුරු කළ නිසා ඔහුට බ්‍රාහ්මණයා  යයි කියති.
නිදහස්ව ඉන්නා නිසා ඔහුට ශ්‍රමණ යයි කියති.
සියළු ක්ලේශයන් නැසූ නිසා පැවිද්දායයි කියති."
390,,Na bráhmaóass’etad akiñci seyyo  yadá nisedho manaso piyehi yato yato hiísamano nivattati  tato tato sammati-m-eva dukkhaí.,"න බ්‍රාහ්මණස්සේතදකිංචි සෙය්‍යෝ
යදානිසේධෝ මනසෝ පියේහි
යතෝ යතෝ හිංසමනෝ නිවත්තති
තතෝ තතෝ සම්මති ඒව දුක්ඛං. ","Nothing is better for a holy man than when he holds his m i n d  b a c k  f r o m  w h a t  i s  e n d e a r i n g .  T o  t h e  e x t e n t  t h a t  thoughts of harming wear away, to that extent does suffering subside. 8","සතුරන්ට ප්‍රිය වූ, ක්‍රෝධය ඉපදවීමෙන් තමා ගේ සිත වළක්වා ගැනීම නැමැති යමක් වේ නම්, එය නිකෙලෙස් බ්‍රාහ්මනයා පිළිබඳ ස්වල්ප ගුණයක් නො වේ. හිංසා විතර්ක සහිත සති යම් යම් ආකාරයකින් නැවතේ නම් ඒ ඒ ආකාරයෙන් දුක් සංසිඳෙන්නේ ම ය."
391,,Yassa káyena vácáya  manasá natthi dukkaþaí saívutaí tìhi þhánehi  tam ahaí brúmi bráhmaóaí.,"යස්ස කායේන වාචාය
මනසා නත‍්ථී දුක්කතං,
සංවුතං තීහි ඨානේහි
තම්හං බ්‍රෑමි බ්‍රාහ්මණං","He who does no evil in deed, word, and thought, who is restrained in these three ways—him do I call a holy man. 9","යමෙකු ගේ කයින් හෝ වචනයෙන් හෝ සිතින් සිදුවෙන නපුරු ක්‍රියාවක් නැත් ද, ඒ තුන් තැනින් හික්මුණු ඔහු බ්‍රාහ්මණයෙකැ යි මම කියමි."
